Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"423271";"45768601000187";"DIXMED ADMINISTRADORA DE BENEFICIOS LTDA ";"DIXMED";"Administradora de BenefÃ­cios";"RUA LAURO MULLER";"116";"32Âº ANDAR";"BOTAFOGO";"Rio de Janeiro";"RJ";"22290160";"21";"98801173";;"contato@dixmed.com.br";"RICARDO ESCÃ“RCIO DE AZEVEDO";"REPRESENTANTE LEGAL";;"2022-06-14"
"349682";"01387625000110";"DOCTOR CLIN OPERADORA DE PLANOS DE SAÃšDE LTDA.";"DOCTOR CLIN";"Medicina de Grupo";"Rua Sete de Setembro";"769";;"CENTRO HISTÃ“RICO";"Porto Alegre";"RS";"90010190";"51";"32548000";"35840320";"contabilidade@doctorclin.com.br";"MARCELO SANCHES DIETRICH";"SÃ“CIO ADMINISTRADOR";4;"1998-12-22"
"365645";"30505523000150";"DONA SAÃšDE CLINICAS LTDA ";"DONA SAÃšDE.";"Medicina de Grupo";"PRAÃ‡A VISCONDE DE MAUA";"29";"SALA 504";"CENTRO";"Santos";"SP";"11010000";"21";"25935425";"38996196";"administracao@donasaude.com";"ROGÃ‰RIO MARQUES SEVERINO";"SOCIO";4;"1998-12-21"
"423653";"47058412000146";"DR DIA PLANOS ODONTOLOGICOS E SAUDE LTDA";"DR DIA PLANOS ODONTOLOGICOS E SAUDE LTDA";"Odontologia de Grupo";"Avenida ParanÃ¡";"130";"Sala 115";"Centro";"IvaiporÃ£";"PR";"86870000";"43";"43999351808";;"dr.diaplanos@gmail.com";"REGINALDO JOSÃ‰ DA SILVA";"SÃ³cio-Administrador";;"2023-08-07"
"416282";"07893499000152";"E.X.M BRASIL SAÃšDE LTDA";"AMEX SAÃšDE";"Medicina de Grupo";"AV. TANCREDO NEVES";"620";"EDIF. MUNDO PLAZA, SALA 2310 A 2315";"CAMINHO DAS ÃRVORES";"Salvador";"BA";"41820020";"71";"30323900";"33415752";"amexsaude@amexsaude.com.br";"LUCIVAL OLIVEIRA  ALVES";"REPRESENTANTE LEGAL";6;"2007-07-30"
"418927";"17312105000189";"EASY SAUDE ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de BenefÃ­cios";"AVENIDA JOÃƒO CABRAL DE MELO NETO";"850";"BLOCO 2, SALAS 722 E 723";"BARRA DA TIJUCA";"Rio de Janeiro";"RJ";"22775057";"21";"21235500";;"gabriela@easysaude.com";"AGENOR PITTA LIMA MEDEIROS";"ADMINISTRADOR";6;"2013-06-13"
"421120";"27252086000104";"EASYPLAN ADMINISTRADORA DE BENEFICIOS LTDA.";"EASYPLAN ADMINISTRADORA";"Administradora de BenefÃ­cios";"SCN Quadra 5, Bloco A, Ed. BrasiÂ¿lia Sho";"Sala 217 e 218";"Parte 6";"Asa Norte";"BrasÃ­lia";"DF";"70715900";"61";"41414700";;"relacionamentoans@easyplan.com.br";"ROSILANE DE ALMEIDA MORAES";"SÃ“CIA-DIRETOR";4;"2017-12-18"
"342611";"49320799000192";"ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL";;"AutogestÃ£o";"RUA QUIRINO DE ANDRADE";"185";;"CENTRO";"SÃ£o Paulo";"SP";"01049902";"11";"45805675";;"celuladeregulacao@economus.com.br";"MAURÃCIO APARECIDO LOPES";"DIRETOR DE SEGURIDADE";2;"1998-12-21"
"417343";"39245402000191";"ECS ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de BenefÃ­cios";"RUA BARÃ£O DE MESQUITA";"663";"LOJA 20";"TIJUCA";"Rio de Janeiro";"RJ";"20540155";"21";"28413286";;"ECS_A@YAHOO.COM";"EDINOR CONCEIÃ‡ÃƒO SILVA";"REPRESENTANTE";4;"2010-06-23"
"422070";"34844263000107";"ELETROS SAÃšDE - ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ SAÃšDE";"ELETROS-SAÃšDE";"AutogestÃ£o";"RUA URUGUAIANA";"174";"SALA 501";"CENTRO";"Rio de Janeiro";"RJ";"20050900";"21";"21386000";;"governanca@eletrossaude.com.br";"ROGÃ‰RIO CARLOS LAMIM BRAZ";"Diretor Presidente";;"2019-12-11"
"417297";"11593821000103";"ELOSAÃšDE - ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ SAÃšDE";"ELOSAÃšDE";"AutogestÃ£o";"RUA PRESIDENTE NEREU RAMOS";"146";"1Âº ANDAR -  CENTRO EMPRESARIAL ILHA DO A";"CENTRO";"FlorianÃ³polis";"SC";"88015010";"48";"21077539";"21077510";"elosaude@elosaude.com.br";"JEFERSON NUNES";"DIRETOR PRESIDENTE";6;"2010-06-09"
"400891";"00352294000110";"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÃRIA";"INFRAERO";"AutogestÃ£o";"SCS QUADRA 3 BLOCO A/B NÂº 17/18 ED. OSCA";"17";;"ASA SUL";"BrasÃ­lia";"DF";"70303000";"61";"3222";"0512";"beneficio_sede@infraero.gov.br";"GILVANDRO VASCONCELOS COELHO DE ARAÃšJO";"REPRESENTANTE LEGAL";1;"1999-02-19"
"395480";"37135365000133";"ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.";"SMILE ";"Medicina de Grupo";"RUA DOUTOR JOSE MILTON CORREIA ";"110";"3, 4 e 5 ANDARES";"POÃ‡O";"MaceiÃ³";"AL";"57025100";"08";"221237333";;"ans.matriz@smilesaude.com.br";"FREDERICO VALENTE COELHO ";"DIRETOR PRESIDENTE ";5;"1998-12-16"
"422576";"37442364000131";"ESPLENDOR ADMINISTRADORA DE BENEFÃCIOS LTDA.";"ESPLENDOR ADMINISTRADORA DE BENEFÃCIOS  ";"Administradora de BenefÃ­cios";"QNM 17, CONJUNTO H, LOTE 28, SALA 201";"S/N";;"CEILANDIA";"BrasÃ­lia";"DF";"72215178";"61";"982080903";;"saudebrasilia2@gmail.com";"EDILAMAR LIMA DA SILVA";"Administradora ";4;"2021-03-26"
"417441";"01856107000107";"EV ADMINISTRADORA DE BENEFÃCIOS LTDA";;"Administradora de BenefÃ­cios";"RUA ELIEZER LEVY";"2745";;"TREM";"MacapÃ¡";"AP";"68901016";"91";"32421016";"32244459";"ev.corretora@uol.com.br";"VERA MARIA RESQUE VIEIRA ATHIAS";"SÃ“CIO-ADMINISTRADOR";3;"2010-07-16"
"401480";"02989632000155";"EVANGELICO SAUDE LTDA.";"MEDSUL SAUDE";"Medicina de Grupo";"RUA SALDANHA MARINHO";"2250";;"BIGORRILHO";"Curitiba";"PR";"80730180";"41";"30234442";"30234442";"jonis.jensen@medsulsaude.com.br";"JEFFERSON BUENO MACHADO";"ADMINISTRADOR";4;"1999-03-04"
"423700";"49754083000101";"EVO SAUDE ASSISTENCIA MEDICA LTDA";"EVO SAÃšDE";"Medicina de Grupo";"QUADRA SAUS - QUADRA 4";"S/N";"BLOCO A,SALA 1101";"ASA SUL";"BrasÃ­lia";"DF";"70070040";"61";"982730004";;"salgado.brunna@gmail.com";"BRUNNA CERQUEIRA SALGADO LIMA";"DIRETORA ADMINISTRATIVA E";;"2023-09-12"
"423785";"51107481000170";"EVOLUÃ‡ÃƒO ADMINISTRADORA DE BENEFICIOS LTDA ";"AFFIANCE";"Administradora de BenefÃ­cios";"RUA ITUIUTABA";"340";"2Âº ANDAR PARTE";"PRADO";"Belo Horizonte";"MG";"30411023";"31";"31913900";;"administrativo@affiancelife.com.br";"FERNANDO ALVES VIEIRA ";"SOCIO ADMINISTRADOR ";;"2023-10-02"
"421642";"31763326000102";"EXCELÃŠNCIA PLANO DE SAÃšDE S/A";;"Medicina de Grupo";"Rua Castelo Branco";"676";;"Praia da Costa";"Vila Velha";"ES";"29101480";"27";"998660566";;"jumarcanedo@gmail.com";"PAULO ROBERTO CORSI LELLIS";"DIRETOR PRESIDENTE";5;"2019-04-16"
"414204";"01747987000175";"EXTRAMED ADMINISTRAÃ‡ÃƒO E SERVIÃ‡OS MÃ‰DICOS LTDA";"EXTRAMED";"Administradora de BenefÃ­cios";"RUA DESEMBARGADOR CLOTARIO PORTUGAL";"243";;"ALTO SAO FRANCISCO";"Curitiba";"PR";"80410220";"41";"30688728";"30688714";"extramed@extramed.com.br";"ILEANA MARIA IGLESIAS TEIXEIRA MOURA";"DIRETORA PRESIDENTE";1;"2001-08-28"
"423777";"11641931000195";"FEBRAFITE SAUDE";"FEBRAFITE SAUDE";"AutogestÃ£o";"Q SRTVN";"QUADRA 702 ";"BLOCO P SALA 1057";"ASA NORTE";"BrasÃ­lia";"DF";"70719900";"61";"3328290733281486";;"febrafitesaude@febrafite.org.br";"CLEUDES CERQUEIRA DE FREITAS";"DIRETOR PRESIDENTE";;"2024-03-04"
"423581";"49390919000128";"FEDERAL ADMINISTRADORA DE BENEFICIOS LTDA";"FEDERAL ADMINISTRADORA DE BENEFICIOS";"Administradora de BenefÃ­cios";"ST SRTVS QD. 701 CONJUNTO E BLOCO 3 SALA";"S/N";;"ASA SUL";"BrasÃ­lia";"DF";"70340901";"21";"988812666";;"levi@federaladm.com.br";"LEVI PEREIRA FIGUEIREDO NETO";"ADMINISTRADOR";;"2023-06-26"
"415626";"07270625000112";"FEDERAÃ‡ÃƒO DAS COOP ODONTOLÃ“GICAS DO ESTADO DE SANTA CATARINA";"UNIODONTO CATARINENSE";"Cooperativa odontolÃ³gica";"RUA JOAO PESSOA";"10";"CASA";"VELHA";"Blumenau";"SC";"89036000";"47";"30418070";"30418070";"cpd@uniodontosc.com.br";"MARCOS ADOLF PRINZ";"Presidente";5;"2006-05-11"
"313971";"84112481000117";"FEDERAÃ‡ÃƒO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÃ‰DICO DO ACRE, AMAPÃ, AMAZONAS, PARÃ, RONDONIA E RORAIMA";"FAMA";"Cooperativa MÃ©dica";"RUA RIO AMAPA";"374";"CJ VIEIRA ALVES";"NOSSA SRA DAS GRAÃ‡AS";"Manaus";"AM";"69053150";"92";"33038002";"32330416";"contabilidade@unimedfama.com.br";"WILSON YOSHIMITSU NIWA";"PRESIDENTE";5;"1998-12-21"
"410888";"03637776000105";"FILOSANITAS SAUDE LTDA";"SANTA FILOMENA SAUDE";"Medicina de Grupo";"Avenida Dois ";"470";;"CENTRO";"Rio Claro";"SP";"13500410";"19";"35334200";"35334200";"filosanitas@santafilomena.com.br";"LAFAYETTE PARREIRA DUARTE";"DIRETOR ADMINISTRATIVO";6;"2000-03-03"
"423921";"52174905000181";"FOX SAÃšDE ASSISTÃŠNCIA MÃ‰DICA INTEGRADA LTDA";"FOX SAÃšDE";"Medicina de Grupo";"Rua Estado de Israel";"262";"Sala 0906";"Ilha do Leite";"Recife";"PE";"50070415";"21";"39535406";;"Joao.figueiredo@foxsaude.com.br";"JOÃƒO DE FIGUEIREDO PEREIRA CURADO";"SOCIO ADMINISTRADOR ";;"2024-03-25"
"419818";"09030500000140";"FR PLANO ODONTOLÃ“GICO LTDA";"LODONTO ESPAÃ‡O DO SORRISO";"Odontologia de Grupo";"RUA EULÃLIA SILVA";"138";"3Âº ANDAR";"JARDIM FACULDADE";"Sorocaba";"SP";"18030230";"12";"34263335";;"MRMAGACHO@IG.COM.BR";"MAURICIO RICCIOPPO MAGACHO";"SÃ³CIO ADMINISTRADOR";5;"2015-07-14"
"370592";"02618303000106";"FUNASA SAÃšDE";"FUNASA SAÃšDE";"Medicina de Grupo";"AV.EPITÃCIO PESSOA";"1250";"SL408 E OUTRAS";"TORRE";"JoÃ£o Pessoa";"PB";"58039040";"83";"32430911";"32444220";"diretoria@funasasaude.com.br";"DANIELITA PINTO DE MORAIS";"PRESIDENTE";5;"1998-12-28"
"329665";"00580481000151";"FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV";"CAPITAL PREV - FUNDACAO CAPITAL PREVIDENCIA E SAUDE";"AutogestÃ£o";"AV. PRINCESA ISABEL";"574";"Sl 1303 a 1314 - BLOCO A - ED. PALAS CEN";"CENTRO";"VitÃ³ria";"ES";"29010930";"27";"21223900";"21223931";"faleconosco@capitalprev.com.br";"ALINE FARDIM BORELLI";"DIRETORA DE SEGURIDADE";5;"1998-12-28"
"410292";"60499365000134";"FUNDACAO LEONOR DE BARROS CAMARGO";"FUNDACAO LEONOR DE BARROS CAMARGO";"Filantropia";"AV.SAO GABRIEL ";"201";"16.Âª ANDAR CONJ. 1606";"JARDIM PAULISTA";"SÃ£o Paulo";"SP";"01435001";"19";"38018200";"38018200";"haoc@haoc.org.br";"RENATO SARGO";"SUPERINTENDENTE";5;"1999-12-20"
"307751";"12585261000108";"FUNDAÃ‡AO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV";"COMPESAPREV";"AutogestÃ£o";"RUA AUGUSTO RODRIGUES";"60";;"TORREÃƒO";"Recife";"PE";"52030180";"81";"33662434";"33662422";"compesaprev@compesaprev.com.br";"ALEXANDRE ARAUJO DE MORAES";"DIRETOR PRESIDENTE";3;"1998-12-28"
"315567";"00660903000107";"FUNDAÃ‡ÃƒO AFFEMG DE ASSISTÃŠNCIA E SAÃšDE - FUNDAFFEMG";"FUNDAFFEMG";"AutogestÃ£o";"RUA SERGIPE";"893";;"FUNCIONÃRIOS";"Belo Horizonte";"MG";"30130171";"03";"121035858";"121035890";"fundaffemg@fundaffemg.com.br";"MUNIR NACIF MITRE";"DIRETOR PRESIDENTE";3;"1998-12-21"
"346926";"00628107000189";"FUNDAÃ‡ÃƒO ASSISTENCIAL DOS SERVIDORES DO MINISTÃ‰RIO DA FAZENDA";"FUNDAÃ‡ÃƒO ASSEFAZ";"AutogestÃ£o";"SCS QD. 4 BLOCO A ED. ASSEFAZ";"1";;"ASA SUL";"BrasÃ­lia";"DF";"70304908";"61";"32180100";"32180105";"assefaz@assefaz.org.br";"GILDENORA BATISTA DANTAS";"DIRETORA PRESIDENTE";1;"1998-12-16"
"315044";"82956996000178";"FUNDAÃ‡ÃƒO CELESC DE SEGURIDADE SOCIAL - CELOS";"FUNDAÃ‡ÃƒO CELESC";"AutogestÃ£o";"AV. HERCILIO LUZ";"639";"7 ANDAR";"CENTRO";"FlorianÃ³polis";"SC";"88020000";"48";"32219510";"32219510";"dvrs@celos.com.br";"PAULO CÃ‰SAR DA SILVEIRA";"Diretor de Seguridade";6;"1998-12-21"
"315478";"62465117000106";"FUNDAÃ‡ÃƒO CESP";"VIVEST";"AutogestÃ£o";"ALAMEDA SANTOS";"2477";"10 Âº ANDAR";"CERQUEIRA CESAR";"SÃ£o Paulo";"SP";"01419907";"11";"30683100";"30683049";"saude@vivest.com.br";"WALTER MENDES DE OLIVEIRA FILHO";"DIRETOR PRESIDENTE";2;"1998-12-29"
"317233";"42160192000143";"FUNDAÃ‡ÃƒO CHESF DE ASSISTÃŠNCIA E SEGURIDADE SOCIAL";"FACHESF";"AutogestÃ£o";"RUA DO PAISSANDU";"58";;"BOA VISTA";"Recife";"PE";"50070205";"81";"34127555";;"ans@fachesf.com.br";"ARMANDO JOSÃ‰ PEREIRA DE BARROS";"PRESIDENTE";3;"1998-12-24"
"355151";"75054940000162";"FUNDAÃ‡ÃƒO COPEL DE PREVIDÃŠNCIA E ASSISTÃŠNCIA SOCIAL";"FUNDAÃ‡ÃƒO COPEL";"AutogestÃ£o";"RUA TREZE DE MAIO";"616";;"SÃƒO FRANCISCO";"Curitiba";"PR";"80510030";"41";"38836000";"38836018";"ans@fcopel.org.br";"HEMERSON LUIZ BARBOSA PEDROSO";"DIRETOR DE SEGURIDADE";3;"1998-12-29"
"339636";"00397695000197";"FUNDAÃ‡ÃƒO DE ASSISTÃŠNCIA E PREVIDÃŠNCIA SOCIAL DO BNDES";"FUNDAÃ‡ÃƒO DE ASSISTÃŠNCIA E PREVIDÃŠNCIA SOCIAL DO BNDES";"AutogestÃ£o";"AV REPÃšBLICA DO CHILE";"230";"5Âº, 8Âº E 9Âº  ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20031170";"21";"38205200";;"fernanda.farias@fapes.com.br";"MARCELO DE FIGUEIREDO ALVES";"Diretor de Seguridade";4;"1998-12-24"
"420701";"25063964000100";"FUNDAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ SAÃšDE DA ASSOCIAÃ‡ÃƒO DO MINISTÃ‰RIO PÃšBLICO DO RIO GRANDE DO SUL";"FAS/AMP/RS";"AutogestÃ£o";"AV. AURELIANO DE FIGUEIREDO PINTO";"501";;"PRAIA DE BELAS";"Porto Alegre";"RS";"90050191";"51";"30222434";;"contato@fasamprs.com.br";"CLAUDIO BONATTO";"DIRETOR PRESIDENTE";3;"2017-01-27"
"311359";"00304148000110";"FUNDAÃ‡ÃƒO DE SAÃšDE ITAIGUAPY";"HOSPITAL MINISTRO COSTA CAVALCANTI - PLANO DE SAÃšDE ITAMED";"Medicina de Grupo";"AV. GRAMADO";"580";;"VILA ""A""";"Foz do IguaÃ§u";"PR";"85860460";"45";"35768011";"35768060";"diretoria@hmcc.com.br";"GILMA R DE OLIVEIRA";"DIRETOR SUPERINTENDENTE";3;"1998-12-23"
"330809";"31787625000179";"FUNDAÃ‡ÃƒO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST";"FUNSSEST";"AutogestÃ£o";"AV. BRIGADEIRO EDUARDO GOMES";"526";"POLO INDUSTRIAL TUBARÃƒO";"SERRA";"Serra";"ES";"29160904";"27";"33481210";"33282245";"saude.odonto@funssest.com.br";"ALESSANDRA CRISTINA DE OLIVEIRA COSTA";"DIRETORA EXECUTIVA";6;"1998-12-29"
"418285";"12838821000180";"FUNDAÃ‡ÃƒO FIAT SAÃšDE E BEM ESTAR";"STELLANTIS SAUDE MG";"AutogestÃ£o";"AV. CONTORNO";"3455";" GALPÃ£O 6, 2Âº ANDAR, PARTE A";"PAULO CAMILO";"Betim";"MG";"32669900";"31";"34023812";;"juridicostellantissaude@stellantis.com";"CRISTIANE DE OLIVEIRA ROQUE PAIXÃƒO";"REPRESENTANTE LEGAL";4;"2011-11-10"
"323942";"26150979000178";"FUNDAÃ‡ÃƒO FILANTRÃ“PICA E BENEFICENTE DE SAÃšDE ARNALDO GAVAZZA FILHO";"HOSPITAL ARNALDO GAVAZZA FILHO";"Filantropia";"AV. DR. JOSE GROSSI";"16";;"GUARAPIRANGA";"Ponte Nova";"MG";"35430213";"31";"38195000";"38195001";"hagf@gavazza.com.br";"LUCIMAR REGINA DE OLIVEIRA FONSECA";"SUPERINTENDENTE EXECUTIVO ADJ";5;"1998-12-30"
"378216";"20119509000165";"FUNDAÃ‡ÃƒO LIBERTAS DE SEGURIDADE SOCIAL";"FUNDAÃ‡ÃƒO LIBERTAS";"AutogestÃ£o";"AV. ÃLVARES CABRAL";"200";"8Âº ANDAR";"CENTRO";"Belo Horizonte";"MG";"30170000";"31";"21113700";"21113687";"compliance@fundacaolibertas.com.br";"RODRIGO EUSTAQUIO BARBOSA BARATA";"DIRETOR PRESIDENTE";4;"1998-12-28"
"418501";"14408631000159";"FUNDAÃ‡ÃƒO PLAMHUV - PLANO MÃ‰DICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÃ‡OSA";"PLAMHUV";"Medicina de Grupo";"TRAVESSA DR. FELÃCIO BRANDI";"22";"LOJA 01 - ED REGINA LOPES DOS SANTOS";"CENTRO";"ViÃ§osa";"MG";"36570000";;;;"plamhuv@plamhuv.com.br";"JULISMAR MARQUES DIVINO";"REPRESENTANTE LEGAL";6;"2012-05-03"
"338648";"77375897000162";"FUNDAÃ‡ÃƒO SANEPAR DE ASSISTÃŠNCIA SOCIAL";"FUNDAÃ‡ÃƒO SANEPAR DE ASSISTÃŠNCIA SOCIAL";"AutogestÃ£o";"Rua Emiliano Perneta";"777";;"CENTRO";"Curitiba";"PR";"80420080";"41";"33079100";;"nju@fusan.com.br";"CLÃUDIA TRINDADE";"DIRETORA PRESIDENTE";3;"1998-12-17"
"312126";"73809352000166";"FUNDAÃ‡ÃƒO SAÃšDE ITAÃš";"FUNDAÃ‡ÃƒO SAÃšDE ITAÃš";"AutogestÃ£o";"RUA CURITIBA";"689";"11Âº ANDAR";"CENTRO";"Belo Horizonte";"MG";"30170120";"11";"27331283";;"fabiana.duarte@itau-unibanco.com.br";"DIEGO ALTAREJO MUNHOZ";"REPRESENTANTE";1;"1998-12-17"
"339954";"19878404000100";"FUNDAÃ‡ÃƒO SÃƒO FRANCISCO XAVIER";"HOSPITAL MÃRCIO CUNHA";"Filantropia";"AV. KIYOSHI TSUNAWAKI";"41";;"BAIRRO DAS Ã€GUAS";"Ipatinga";"MG";"35160158";"31";"38299050";"38251264";"usisaude@fsfx.com.br";"FLAVIANO FEU VENTORIM";"Diretor Presidente";4;"1998-12-16"
"418129";"13026081000140";"FUNDO DE ASSISTÃŠNCIA MÃ‰DICO-HOSPITALAR DO MINISTÃ‰RIO PÃšBLICO";"FAMEH/MP";"AutogestÃ£o";"RUA MENDEL";"306";"SALA 1";"CARANDÃ BOSQUE I";"Campo Grande";"MS";"79032320";"67";"33263882";;"fameh.mp@fameh.org.br";"EDGAR ROBERTO LEMOS DE MIRANDA";"DIRETOR PRESIDENTE";3;"2011-07-13"
"414689";"04839091000104";"FUNDO DE ASSISTÃŠNCIA Ã€ SAÃšDE DOS FUNCIONÃRIOS DO BEC";"FAMED";"AutogestÃ£o";"RUA ANTONIO AUGUSTO";"1271";"SL 301";"ALDEOTA";"Fortaleza";"CE";"60110370";"85";"32521826";"32521118";"saudefamed@gmail.com";"JOSÃ‰ EDMAR LIMA MELO";"PRESIDENTE";5;"2003-10-17"
"409286";"68687722000108";"G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP";"LIFE LAGOS SAUDE";"Medicina de Grupo";"AVENIDA SÃƒO PEDRO ";"455";;"ESTAÃ‡ÃƒO ";"SÃ£o Pedro da Aldeia";"RJ";"28940000";"02";"226211165";"226211165";"administracao@lifelagos.com.br";"TERESINHA GOMES DA SILVA";"SOCIA GERENTE";6;"1999-10-22"
"419443";"16692996000183";"G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME";;"Administradora de BenefÃ­cios";"RUA DA ASSEMBLEIA ";"10";"SALAS 2001 A 2003";"CENTRO";"Rio de Janeiro";"RJ";"20011000";"21";"35531692";;"juridico@g2cadministradora.com.br";"SERGIO BASTOS GUIMARÃƒES";"ADMINISTRADOR";3;"2014-08-13"
"407011";"02009924000184";"GAMA SAUDE LTDA.";"GAMA SAUDE LTDA.";"Medicina de Grupo";"ALAMEDA XINGU";"512";"17 ANDAR, SALA 1704";"ALPHAVILLE CENTRO INDUSTRIAL E";"Barueri";"SP";"06455030";"11";"33368624";"41977862";"juridico.gama@gamasaude.com.br";"LEONARDO SERVOLO DE OLIVEIRA";"DIRETOR";1;"1999-08-03"
"343064";"45572583000163";"GARANTIA DE SAÃšDE LTDA";"GARANTIA DE SAÃšDE";"Medicina de Grupo";"RUA AMÃ‰RICO GOMES DA COSTA";"114";;"VILA AMERICANA";"SÃ£o Paulo";"SP";"08010120";"11";"20588500";;"demandainicial.ans@garantiasaude.com.br";"JOSE KRAUTHAMER";"DIRETOR";4;"1998-12-22"
"419931";"10547779000113";"GEAC - GERENCIAMENTO EMPRESARIAL LTDA";;"Administradora de BenefÃ­cios";"RUA DOM PEDRO II";"54";"SALA 506";"CENTRO";"Santos";"SP";"11010080";"13";"32335351";;"joaobolzan@uol.com";"JOÃƒO BOLZAN NETO";"ADMINISTRADOR";6;"2015-10-28"
"323080";"03658432000182";"GEAP AUTOGESTÃƒO EM SAÃšDE";"GEAP";"AutogestÃ£o";"TERRAÃ‡O SHOPPING SHC-AO SUL, EA 02/08 LO";"05";"TR.B 3Âº ANDAR";"OCTOGONAL SUL";"BrasÃ­lia";"DF";"70660900";"61";"21034569";;"ans@geap.com.br";"DOUGLAS VICENTE FIGUEREDO";"DIRETOR-PRESIDENTE";1;"1998-12-22"
"424226";"39734514000106";"GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.";;"Administradora de BenefÃ­cios";"RUA BARÃƒO DE ITAPETININGA";"125";"CONJ. 11";"REPUBLICA";"SÃ£o Paulo";"SP";"10420010";"11";"9788169768";;"gestaovidaadm@gmail.com";"CLAUDINEI GONCALEZ";"SOCIO ADMINISTRADOR";;"2024-12-16"
"423076";"43607343000121";"GESTÃƒO ADMINISTRADORA DE PLANOS DE SAUDE LTDA";;"Administradora de BenefÃ­cios";"RUA DO CARMO";"08";"6 ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20011020";;;;"diretoria@gestaoplanodesaude.com.br";"MATHEUS MOURA DE LIMA";"REPRESENTANTE LEGAL";;"2021-10-26"
"416819";"58512310000175";"GKN DO BRASIL LTDA";;"AutogestÃ£o";"RUA JOAQUIM SILVEIRA";"557";"PARQUE SAO SEBASTIAO";"PASSO DA MANGUEIRA";"Porto Alegre";"RS";"91060320";"51";"33499491";"33499210";"claudio.raiter@gkndriveline.com";"CLAUDIO FERNANDO CIPOLATTI RAITER";"DIRETOR DE RH";4;"2009-01-16"
"422258";"31069197000149";"GLOBAL-AL ADMINISTRADORA DE BENEFÃCIOS LTDA";"GLOBAL ADMINISTRADORA DE BENEFÃCIOS LTDA";"Administradora de BenefÃ­cios";"R Doutor Pedro Correia";"05";"Sala 09";"Centro";"Arapiraca";"AL";"57300400";"82";"996964041";;"administracao@globalalbeneficios.com.br";"ANTONIO SOARES RODRIGUES NETO";"Administrador";6;"2020-08-04"
"422681";"40187311000126";"GOCARE PLANOS DE SAUDE LTDA";;"Medicina de Grupo";"RUA ERASMO BRAGA";"1175";;"JARDIM CHAPADAO";"Campinas";"SP";"13070147";"19";"31992588";;"presidencia@gocaresaude.com.br";"TÃ‚NIA MARA MACHADO ANTONIO";"sÃ³cia administradora";;"2021-03-04"
"423726";"50354200000110";"GOLD PLAN EMPREENDIMENTOS LTDA";"GOLD PLAN.";"Odontologia de Grupo";"RUA ANTONIO NOVATO";"16";"SALA 4";"CENTRO";"ParÃ¡ de Minas";"MG";"35660008";"37";"32317525";;"comercial@goldplanodonto.com.br";"THIAGO SOARES DA COSTA";"DIRETOR PRESIDENTE";;"2023-09-25"
"309222";"31925548000176";"GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA";"ASSIM SAÃšDE";"Medicina de Grupo";"AV. PRESIDENTE VARGAS ";"914";"LOJAS A e B, salas 310,410,510,610,710";"CENTRO";"Rio de Janeiro";"RJ";"20071001";"21";"21029781";"21029722";"assim@assim.com.br";"CÃ‰SAR ROBERTO MIRANDA RODRIGUES";"DIRETOR FINANCEIRO";3;"1998-12-18"
"413160";"04165719000133";"GS PLANO GLOBAL DE SAÃšDE LTDA";"GS";"Medicina de Grupo";"RUA FERNANDO BIZZOTO";"90";"A";"CENTRO";"Nova Friburgo";"RJ";"28613040";"22";"25245500";;"planogs@planogs.com.br";"JOSÃ‰ CARLOS VERBICÃRIO DANTAS DOS SANTOS JÃšNIOR";"DIRETOR ADMINISTRATIVO";5;"2001-02-16"
"350249";"02668512000156";"H.B. SAÃšDE S/A.";"HB SAÃšDE";"Medicina de Grupo";"AV. JOSÃ‰ MUNIA";"6250";;"JARDIM FRANCISCO FERNANDES";"SÃ£o JosÃ© do Rio Preto";"SP";"15090275";;;;"cians@hapvida.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE LEGAL DA OPERADORA";5;"1998-12-16"
